id,unidade,curso,ano,modalidade,chamada,nota_1,nota_2_1,nota_2_2,nota_final,nota_redacao,classificacao_carreira,classificacao_curso,redacao
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,62,61,45,582.96,,28,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,65,54,49.17,584.63,,27,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,66,46.5,55.83,585.56,,26,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,69,59.5,43.33,598.33,,25,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,70,54.5,48.33,602.04,,23,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,67,65,42.5,606.48,,22,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,63,63,49.17,607.22,,21,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,70,64.5,40,607.59,,20,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,60,65,50.83,608.33,,19,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,69,57,49.17,609.44,,18,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,67,66,44.17,615.37,,16,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,61,65,52.5,617.59,,15,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,68,65.17,45,619.07,,14,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,68,54.67,56.67,622.96,,13,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,68,52.5,59.17,624.07,,11,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,67,60.5,52.5,624.81,,10,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,76,55.5,49.17,630.37,,9,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,71,74.5,40,644.33,,8,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,70,58.5,59.17,651.48,,7,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,63,69,60,663.33,,5,,
43,EESC,Engenharia Civil,2020,Escola Pública (EP),,69,62,61.67,667.78,,1,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,67,56.5,70,669.81,,4,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,70,66.5,57.5,672.59,,3,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,71,70,56.67,685.19,,2,,
43,EESC,Engenharia Civil,2020,Ampla Concorrência (AC),,76,66,66.67,723.7,,1,,
47,EESC,Engenharia de Produção,2020,"Pretos, Pardos e Indígenas (PPI)",,30,21,3.3,192.1111111,15.5,33,,
47,EESC,Engenharia de Produção,2019,"Pretos, Pardos e Indígenas (PPI)",,34,35,17.5,300.9259259,18,20,,
47,EESC,Engenharia de Produção,2020,"Pretos, Pardos e Indígenas (PPI)",,41,52,7.5,350.1851852,35,15,,
47,EESC,Engenharia de Produção,2020,Escola Pública (EP),,50,48.5,38.33,474.6185185,30,33,,
47,EESC,Engenharia de Produção,2020,Escola Pública (EP),,57,52,29.17,481.6777778,31.5,34,,
47,EESC,Engenharia de Produção,2020,Escola Pública (EP),,57,54,27.5,482.7777778,31.5,33,,
47,EESC,Engenharia de Produção,2019,Escola Pública (EP),,56,54,34.17,501.3074074,30,28,,
47,EESC,Engenharia de Produção,2020,Escola Pública (EP),,57,68.5,34.17,553.3444444,38,13,,
47,EESC,Engenharia de Produção,2020,Escola Pública (EP),,59,48,60.83,581.2851852,30,8,,
47,EESC,Engenharia de Produção,2020,Escola Pública (EP),,63,64,47.5,605,40,775,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,71,65,41,616.2962963,37.5,82,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,68,61,50,621.8518519,30,75,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,73,60.5,45.83,624.8037037,33,75,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,67,50.5,62.5,624.8148148,31,76,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,68,54,62.5,640.1851852,26,62,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,69,66.5,52.5,652.2222222,43,50,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,63,59.5,66.67,653.9,33.5,48,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,80,66.5,42.5,659.6296296,36,45,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,68,61.5,65,673.5185185,31,38,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,67,66,61.67,673.7148148,34.5,37,,
47,EESC,Engenharia de Produção,2019,Ampla Concorrência (AC),,57,80,59,674.4444444,45,61,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,73,68,54.17,677.6037037,36.5,34,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,82,55.5,57.5,680.3703704,30,35,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,61,80,56.57,681.1592593,48.5,25,,
47,EESC,Engenharia de Produção,2020,Ampla Concorrência (AC),,67,78,55.3,692.4814815,45,29,,
45,EESC,Engenharia Elétrica (energia e automação),2020,Escola Pública (EP),,53,69,50,592.962963,43,7,,
46,EESC,Engenharia Mecânica,2020,Escola Pública (EP),,61,57,30,515.9259259,32.5,26,,
46,EESC,Engenharia Mecânica,2020,Escola Pública (EP),,60,57.5,32.5,522.2222222,38,24,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,65,55,55,607.4074074,31.5,99,,
46,EESC,Engenharia Mecânica,2020,Escola Pública (EP),,64,51,66.67,629.2703704,30,4,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,64,61.5,60,642.037037,33,60,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,75,60.33,51.67,651.1111111,34.33,51,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,74,55.5,59.17,656.3074074,33,47,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,70,55.5,68.33,672.0259259,28.5,39,,
46,EESC,Engenharia Mecânica,2020,Escola Pública (EP),,67,69,61.67,683.7148148,38.5,1,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,72,67,60,690,35,27,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,70,58,74.17,699.8259259,36.5,21,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,68,67,68.33,702.9518519,36.5,19,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,73,59,70.83,703.137037,40,18,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,76,75.5,52.5,708.1481481,43.5,16,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,72,65,70.83,719.4333333,35,14,,
46,EESC,Engenharia Mecânica,2020,Ampla Concorrência (AC),,75,61,73.33,725.5444444,23.5,11,,
50,EESC,Engenharia Mecatrônica,2020,"Pretos, Pardos e Indígenas (PPI)",,54,52,28,466.6666667,25,18,,
50,EESC,Engenharia Mecatrônica,2020,Ampla Concorrência (AC),,71,61.5,50,634.6296296,38,67,,
50,EESC,Engenharia Mecatrônica,2020,Ampla Concorrência (AC),,68,61,57.5,646.8518519,34.5,54,,
50,EESC,Engenharia Mecatrônica,2020,Escola Pública (EP),,77,42,66.67,647.4185185,25,2,,
50,EESC,Engenharia Mecatrônica,2020,Ampla Concorrência (AC),,71,72,52.5,677.962963,38,33,,
50,EESC,Engenharia Mecatrônica,2020,Ampla Concorrência (AC),,76,67,65.83,724.2481481,39.5,12,,
50,EESC,Engenharia Mecatrônica,2020,Ampla Concorrência (AC),,82,71,78.33,801.4703704,34.5,1,,
71,ESALQ,Administração,2020,Ampla Concorrência (AC),,60,81,43.33,636.6555556,44.5,3,,
68,ESALQ,Ciências Biológicas,2020,Ampla Concorrência (AC),,67,68,55,658.1481481,33,1,,
67,ESALQ,Ciências dos Alimentos,2019,Escola Pública (EP),,43,50,25,409.2592593,26.5,3,,
67,ESALQ,Ciências dos Alimentos,2020,Ampla Concorrência (AC),,41,42.5,39.17,424.0851852,29.5,11,,
67,ESALQ,Ciências dos Alimentos,2020,Ampla Concorrência (AC),,43,44.5,37.5,432.5925926,33,9,,
69,ESALQ,Ciências Econômicas,2020,"Pretos, Pardos e Indígenas (PPI)",,39,52,23.33,395.5444444,32,6,,
69,ESALQ,Ciências Econômicas,2020,Escola Pública (EP),,58,56,36.67,523.7148148,26.5,1,,
69,ESALQ,Ciências Econômicas,2020,Ampla Concorrência (AC),,61,51.5,45.83,550.3592593,27,13,,
69,ESALQ,Ciências Econômicas,2020,Ampla Concorrência (AC),,64,64.7,50,619.3703704,35,9,,
69,ESALQ,Ciências Econômicas,2020,Ampla Concorrência (AC),,51,92.5,40,630.5555556,35,30,,
69,ESALQ,Ciências Econômicas,2020,Ampla Concorrência (AC),,63,77.5,51.67,663.9,43,2,,
65,ESALQ,Engenharia Agronômica,2020,"Pretos, Pardos e Indígenas (PPI)",,31,26.5,11.67,242.0481481,21,29,,
65,ESALQ,Engenharia Agronômica,2020,Escola Pública (EP),,43,37.5,29.17,381.4925926,28,47,,
65,ESALQ,Engenharia Agronômica,2020,Escola Pública (EP),,38,52.5,35.83,435.1740741,36,18,,
65,ESALQ,Engenharia Agronômica,2020,Escola Pública (EP),,50,50,30,451.8518519,30,16,,
65,ESALQ,Engenharia Agronômica,2020,Escola Pública (EP),,56,42,31.67,452.9740741,25,15,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,54,52,45.83,526.1,32,93,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,48,61,44,527.7777778,37,82,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,61,43,52.5,544.2592593,30,69,,
65,ESALQ,Engenharia Agronômica,2020,Escola Pública (EP),,65,52,41,550.7407407,33,5,,
65,ESALQ,Engenharia Agronômica,2020,Escola Pública (EP),,54,63.5,43.33,556.1,38,4,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,68,56,36,558.5185185,35,55,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,67,53,45,574.8148148,34,44,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,56,57,53.33,575.1740741,31.5,42,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,62,57,48.33,580.7296296,40,38,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,63,54.17,54.17,594.4666667,29.67,31,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,68,50,55,601.8518519,31.5,29,,
65,ESALQ,Engenharia Agronômica,2020,Ampla Concorrência (AC),,66,51,58,607.7777778,33,26,,
66,ESALQ,Engenharia Florestal,2020,Ampla Concorrência (AC),,56,48.5,47.5,527.4074074,23,9,,
66,ESALQ,Engenharia Florestal,2020,Ampla Concorrência (AC),,57,55.5,50,562.7777778,33,4,,
66,ESALQ,Engenharia Florestal,2020,Ampla Concorrência (AC),,73,76.5,74.17,772.6037037,45,1,,
72,FAU,Arquitetura e Urbanismo,2020,"Pretos, Pardos e Indígenas (PPI)",,57,52,46.67,540,28,2,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,53,61.5,44.17,548.5296296,30,27,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,57,58.5,48.33,567.2111111,36.5,22,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,53,65.5,48.33,575.7296296,35,18,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,61,63,45,585.9259259,36.5,13,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,57,64,53.33,602.2111111,39,9,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,54,64,64,626.6666667,36.6,16,,
72,FAU,Arquitetura e Urbanismo,2019,Ampla Concorrência (AC),,68,73,44,641.8518519,39,68,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,52,86.5,51.67,653.1592593,45,63,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,64,74.5,54.17,665.937037,40,65,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,64,77,51.67,665.937037,40,50,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,72,64,56.67,668.9,30,64,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,67,64,62.5,669.8148148,36,62,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,61,79,54.17,669.8259259,45,49,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,63,68,64.17,673.9,38,58,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,64,79.5,53.33,679.8037037,50,47,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,69,75.5,52.5,682.2222222,38,29,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,66,63.5,68.33,683.8777778,34.5,41,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,58,77.5,63.33,684.2481481,41,40,,
72,FAU,Arquitetura e Urbanismo,2019,Ampla Concorrência (AC),,69,80,49,685.5555556,46.5,26,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,68,74.5,56.67,689.0851852,43.5,35,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,76,69.25,54.17,692.8814815,33,27,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,67,74.5,59.17,693.7148148,41.5,31,,
72,FAU,Arquitetura e Urbanismo,2019,Ampla Concorrência (AC),,61,81.5,59.17,694.8259259,39.5,20,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,72,69,69.33,707.78,34.5,17,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,75,76.2,63.3,742.78,40.7,8,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,90,62,63.33,751.1,36.5,,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,71,80,69.2,760.19,43.1,3,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,79,78.5,70.8,790.37,46.5,1,,
72,FAU,Arquitetura e Urbanismo,2020,"Pretos, Pardos e Indígenas (PPI)",,48,40.1,40.1,495.44,35,6,,
72,FAU,Arquitetura e Urbanismo,2020,"Pretos, Pardos e Indígenas (PPI)",,50,58,58,500.74,31.5,4,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,53,60.2,50,563.52,34.7,24,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,53,65,49.2,576.85,35,17,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,54,64,64,577.22,36.5,16,,
72,FAU,Arquitetura e Urbanismo,2020,"Pretos, Pardos e Indígenas (PPI)",,65,59,43.3,581.85,30,1,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,56,68.5,45,585.74,41.5,14,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,58,67,45.8,590.93,34.5,12,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,65,58.5,49.2,599.63,30,11,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,55,68.5,50.8,601.48,43,10,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,63,65.5,62.5,660,35.5,71,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,66,65.5,59.2,660,41.5,72,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,58,69.5,64.2,660.37,36.5,70,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,67,61.5,62.5,661.48,28,69,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,62,70,60.8,665.74,43,66,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,60,71.5,61.7,666.11,38,3,,
72,FAU,Arquitetura e Urbanismo,2020,Escola Pública (EP),,53,77.5,64.2,668.52,41.5,2,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,69,69,56.7,674.44,36.5,56,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,69,64,61.7,674.44,33,57,,
72,FAU,Arquitetura e Urbanismo,2020,Ampla Concorrência (AC),,71,58,65.8,675.74,35,54,,
